Rank,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
6555,murray-state,200,32,54,0.593,23,35,0.657,9,19,0.474,11,17,0.647,2,24,26,19,10,5,12,19,84,23,52,0.442,18,37,0.486,5,15,0.333,12,22,0.545,6,19,25,12,7,3,16,16,63,208201825,1
6556,maine,200,18,48,0.375,12,28,0.429,6,20,0.3,14,20,0.7,3,28,31,7,4,6,13,22,56,23,64,0.359,18,43,0.419,5,21,0.238,20,27,0.741,14,26,40,11,4,1,8,19,71,208201826,0
6557,new-hampshire,200,23,64,0.359,18,43,0.419,5,21,0.238,20,27,0.741,14,26,40,11,4,1,8,19,71,18,48,0.375,12,28,0.429,6,20,0.3,14,20,0.7,3,28,31,7,4,6,13,22,56,208201826,1
6558,quinnipiac,200,29,67,0.433,21,42,0.5,8,25,0.32,10,14,0.714,8,20,28,12,5,2,6,14,76,36,64,0.563,24,41,0.585,12,23,0.522,11,12,0.917,6,29,35,16,5,5,6,15,95,208201827,0
6559,niagara,200,36,64,0.563,24,41,0.585,12,23,0.522,11,12,0.917,6,29,35,16,5,5,6,15,95,29,67,0.433,21,42,0.5,8,25,0.32,10,14,0.714,8,20,28,12,5,2,6,14,76,208201827,1
6560,florida-gulf-coast,200,25,45,0.556,17,31,0.548,8,14,0.571,17,20,0.85,5,22,27,13,6,3,18,17,75,25,56,0.446,16,32,0.5,9,24,0.375,11,19,0.579,8,15,23,15,11,0,11,15,70,208201828,1
6561,njit,200,25,56,0.446,16,32,0.5,9,24,0.375,11,19,0.579,8,15,23,15,11,0,11,15,70,25,45,0.556,17,31,0.548,8,14,0.571,17,20,0.85,5,22,27,13,6,3,18,17,75,208201828,0
6562,milwaukee,200,21,59,0.356,15,35,0.429,6,24,0.25,4,8,0.5,13,22,35,10,2,0,11,12,52,21,51,0.412,15,30,0.5,6,21,0.286,6,8,0.75,6,23,29,15,7,5,9,15,54,208201829,0
6563,northern-kentucky,200,21,51,0.412,15,30,0.5,6,21,0.286,6,8,0.75,6,23,29,15,7,5,9,15,54,21,59,0.356,15,35,0.429,6,24,0.25,4,8,0.5,13,22,35,10,2,0,11,12,52,208201829,1
6564,manhattan,200,24,52,0.462,15,30,0.5,9,22,0.409,16,24,0.667,7,18,25,16,9,7,16,26,73,25,52,0.481,21,37,0.568,4,15,0.267,23,35,0.657,12,24,36,12,9,6,21,25,77,208201830,0
6565,rider,200,25,52,0.481,21,37,0.568,4,15,0.267,23,35,0.657,12,24,36,12,9,6,21,25,77,24,52,0.462,15,30,0.5,9,22,0.409,16,24,0.667,7,18,25,16,9,7,16,26,73,208201830,1
6566,marist,200,19,39,0.487,8,11,0.727,11,28,0.393,17,18,0.944,2,17,19,16,2,3,13,14,66,23,54,0.426,14,37,0.378,9,17,0.529,15,19,0.789,10,15,25,10,10,1,10,14,70,208201831,0
6567,saint-peters,200,23,54,0.426,14,37,0.378,9,17,0.529,15,19,0.789,10,15,25,10,10,1,10,14,70,19,39,0.487,8,11,0.727,11,28,0.393,17,18,0.944,2,17,19,16,2,3,13,14,66,208201831,1
6568,stetson,200,33,68,0.485,27,42,0.643,6,26,0.231,7,10,0.7,13,28,41,16,3,0,14,18,79,32,66,0.485,22,36,0.611,10,30,0.333,17,24,0.708,9,22,31,14,9,2,4,12,91,208201832,0
6569,south-carolina-upstate,200,32,66,0.485,22,36,0.611,10,30,0.333,17,24,0.708,9,22,31,14,9,2,4,12,91,33,68,0.485,27,42,0.643,6,26,0.231,7,10,0.7,13,28,41,16,3,0,14,18,79,208201832,1
6570,robert-morris,200,22,59,0.373,20,40,0.5,2,19,0.105,19,27,0.704,13,21,34,7,8,4,18,17,65,26,60,0.433,11,27,0.407,15,33,0.455,10,15,0.667,7,25,32,14,6,5,20,25,77,208201833,0
6571,st-francis-ny,200,26,60,0.433,11,27,0.407,15,33,0.455,10,15,0.667,7,25,32,14,6,5,20,25,77,22,59,0.373,20,40,0.5,2,19,0.105,19,27,0.704,13,21,34,7,8,4,18,17,65,208201833,1
6572,massachusetts-lowell,200,22,52,0.423,18,40,0.45,4,12,0.333,20,27,0.741,10,21,31,10,7,0,18,20,68,29,63,0.46,23,43,0.535,6,20,0.3,17,25,0.68,15,22,37,15,13,3,13,20,81,208201834,0
6573,stony-brook,200,29,63,0.46,23,43,0.535,6,20,0.3,17,25,0.68,15,22,37,15,13,3,13,20,81,22,52,0.423,18,40,0.45,4,12,0.333,20,27,0.741,10,21,31,10,7,0,18,20,68,208201834,1
6574,tulane,225,33,65,0.508,25,43,0.581,8,22,0.364,15,25,0.6,5,19,24,17,6,2,9,31,89,28,59,0.475,22,34,0.647,6,25,0.24,29,40,0.725,13,27,40,10,1,4,12,23,91,208201835,0
6575,tulsa,225,28,59,0.475,22,34,0.647,6,25,0.24,29,40,0.725,13,27,40,10,1,4,12,23,91,33,65,0.508,25,43,0.581,8,22,0.364,15,25,0.6,5,19,24,17,6,2,9,31,89,208201835,1
6576,western-carolina,200,27,54,0.5,17,31,0.548,10,23,0.435,8,14,0.571,8,33,41,16,5,9,19,17,72,21,67,0.313,14,33,0.424,7,34,0.206,11,14,0.786,13,19,32,6,12,1,14,15,60,208201836,1
6577,virginia-military-institute,200,21,67,0.313,14,33,0.424,7,34,0.206,11,14,0.786,13,19,32,6,12,1,14,15,60,27,54,0.5,17,31,0.548,10,23,0.435,8,14,0.571,8,33,41,16,5,9,19,17,72,208201836,0
6578,green-bay,200,22,65,0.338,11,34,0.324,11,31,0.355,9,12,0.75,7,29,36,9,7,2,10,18,64,21,64,0.328,11,30,0.367,10,34,0.294,16,20,0.8,10,32,42,15,6,3,14,11,68,208201837,0
6579,wright-state,200,21,64,0.328,11,30,0.367,10,34,0.294,16,20,0.8,10,32,42,15,6,3,14,11,68,22,65,0.338,11,34,0.324,11,31,0.355,9,12,0.75,7,29,36,9,7,2,10,18,64,208201837,1
6580,north-texas,200,25,51,0.49,19,30,0.633,6,21,0.286,11,19,0.579,6,29,35,8,6,3,15,17,67,23,63,0.365,20,38,0.526,3,25,0.12,11,13,0.846,11,25,36,13,7,4,14,18,60,208201838,1
6581,alabama-birmingham,200,23,63,0.365,20,38,0.526,3,25,0.12,11,13,0.846,11,25,36,13,7,4,14,18,60,25,51,0.49,19,30,0.633,6,21,0.286,11,19,0.579,6,29,35,8,6,3,15,17,67,208201838,0
6582,utah-valley,200,35,61,0.574,23,35,0.657,12,26,0.462,15,20,0.75,11,30,41,18,9,5,15,16,97,23,66,0.348,18,54,0.333,5,12,0.417,6,9,0.667,11,15,26,12,11,4,17,19,57,208201839,1
6583,chicago-state,200,23,66,0.348,18,54,0.333,5,12,0.417,6,9,0.667,11,15,26,12,11,4,17,19,57,35,61,0.574,23,35,0.657,12,26,0.462,15,20,0.75,11,30,41,18,9,5,15,16,97,208201839,0
6584,tennessee-martin,200,29,53,0.547,23,41,0.561,6,12,0.5,6,14,0.429,8,26,34,14,7,2,14,12,70,26,59,0.441,12,26,0.462,14,33,0.424,3,5,0.6,7,19,26,21,5,1,11,12,69,208201840,1
6585,eastern-kentucky,200,26,59,0.441,12,26,0.462,14,33,0.424,3,5,0.6,7,19,26,21,5,1,11,12,69,29,53,0.547,23,41,0.561,6,12,0.5,6,14,0.429,8,26,34,14,7,2,14,12,70,208201840,0
6586,youngstown-state,200,28,75,0.373,21,50,0.42,7,25,0.28,12,20,0.6,19,22,41,16,6,4,10,23,75,33,63,0.524,23,39,0.59,10,24,0.417,24,31,0.774,9,27,36,24,6,9,9,21,100,208201841,0
6587,illinois-chicago,200,33,63,0.524,23,39,0.59,10,24,0.417,24,31,0.774,9,27,36,24,6,9,9,21,100,28,75,0.373,21,50,0.42,7,25,0.28,12,20,0.6,19,22,41,16,6,4,10,23,75,208201841,1
6588,charlotte,200,21,52,0.404,15,36,0.417,6,16,0.375,17,19,0.895,8,26,34,11,3,1,14,16,65,31,60,0.517,17,31,0.548,14,29,0.483,7,11,0.636,5,21,26,23,4,5,6,17,83,208201842,0
6589,louisiana-tech,200,31,60,0.517,17,31,0.548,14,29,0.483,7,11,0.636,5,21,26,23,4,5,6,17,83,21,52,0.404,15,36,0.417,6,16,0.375,17,19,0.895,8,26,34,11,3,1,14,16,65,208201842,1
6590,florida-international,200,25,68,0.368,21,52,0.404,4,16,0.25,12,26,0.462,11,20,31,9,11,4,5,15,66,28,58,0.483,18,28,0.643,10,30,0.333,10,14,0.714,8,36,44,16,2,8,19,19,76,208201843,0
6591,marshall,200,28,58,0.483,18,28,0.643,10,30,0.333,10,14,0.714,8,36,44,16,2,8,19,19,76,25,68,0.368,21,52,0.404,4,16,0.25,12,26,0.462,11,20,31,9,11,4,5,15,66,208201843,1
6592,seattle,200,21,57,0.368,15,39,0.385,6,18,0.333,19,25,0.76,12,16,28,9,4,4,12,24,67,19,47,0.404,13,30,0.433,6,17,0.353,30,35,0.857,10,24,34,9,7,2,12,22,74,208201844,0
6593,missouri-kansas-city,200,19,47,0.404,13,30,0.433,6,17,0.353,30,35,0.857,10,24,34,9,7,2,12,22,74,21,57,0.368,15,39,0.385,6,18,0.333,19,25,0.76,12,16,28,9,4,4,12,24,67,208201844,1
6594,western-illinois,200,27,53,0.509,16,30,0.533,11,23,0.478,3,7,0.429,4,19,23,12,2,3,8,15,68,26,56,0.464,17,32,0.531,9,24,0.375,10,16,0.625,6,23,29,12,2,2,7,12,71,208201845,0
6595,nebraska-omaha,200,26,56,0.464,17,32,0.531,9,24,0.375,10,16,0.625,6,23,29,12,2,2,7,12,71,27,53,0.509,16,30,0.533,11,23,0.478,3,7,0.429,4,19,23,12,2,3,8,15,68,208201845,1
6596,duke,200,30,62,0.484,21,37,0.568,9,25,0.36,9,12,0.75,9,25,34,19,1,5,8,17,78,30,77,0.39,19,44,0.432,11,33,0.333,11,13,0.846,17,24,41,15,7,5,2,13,82,208201846,0
6597,north-carolina,200,30,77,0.39,19,44,0.432,11,33,0.333,11,13,0.846,17,24,41,15,7,5,2,13,82,30,62,0.484,21,37,0.568,9,25,0.36,9,12,0.75,9,25,34,19,1,5,8,17,78,208201846,1
6598,north-dakota-state,225,20,63,0.317,10,33,0.303,10,30,0.333,16,18,0.889,9,23,32,14,9,1,10,18,66,25,61,0.41,18,37,0.486,7,24,0.292,10,16,0.625,16,32,48,11,5,6,17,16,67,208201847,0
6599,oral-roberts,225,25,61,0.41,18,37,0.486,7,24,0.292,10,16,0.625,16,32,48,11,5,6,17,16,67,20,63,0.317,10,33,0.303,10,30,0.333,16,18,0.889,9,23,32,14,9,1,10,18,66,208201847,1
6600,arkansas-little-rock,200,21,50,0.42,18,36,0.5,3,14,0.214,11,21,0.524,5,20,25,7,6,1,11,17,56,28,55,0.509,21,33,0.636,7,22,0.318,10,15,0.667,6,28,34,14,2,1,12,19,73,208201848,0
6601,south-alabama,200,28,55,0.509,21,33,0.636,7,22,0.318,10,15,0.667,6,28,34,14,2,1,12,19,73,21,50,0.42,18,36,0.5,3,14,0.214,11,21,0.524,5,20,25,7,6,1,11,17,56,208201848,1
6602,ipfw,200,25,67,0.373,18,42,0.429,7,25,0.28,12,19,0.632,14,15,29,9,6,2,9,16,69,36,59,0.61,30,43,0.698,6,16,0.375,8,10,0.8,6,29,35,18,4,0,13,15,86,208201849,0
6603,south-dakota,200,36,59,0.61,30,43,0.698,6,16,0.375,8,10,0.8,6,29,35,18,4,0,13,15,86,25,67,0.373,18,42,0.429,7,25,0.28,12,19,0.632,14,15,29,9,6,2,9,16,69,208201849,1
6604,eastern-illinois,200,28,49,0.571,21,33,0.636,7,16,0.438,15,19,0.789,6,20,26,14,4,5,13,17,78,26,60,0.433,20,39,0.513,6,21,0.286,16,18,0.889,9,16,25,15,7,0,9,16,74,208201850,1
6605,southern-illinois-edwardsville,200,26,60,0.433,20,39,0.513,6,21,0.286,16,18,0.889,9,16,25,15,7,0,9,16,74,28,49,0.571,21,33,0.636,7,16,0.438,15,19,0.789,6,20,26,14,4,5,13,17,78,208201850,0
6606,old-dominion,200,22,50,0.44,10,25,0.4,12,25,0.48,12,17,0.706,5,23,28,14,3,1,7,12,68,25,51,0.49,19,27,0.704,6,24,0.25,7,13,0.538,7,25,32,15,4,0,13,11,63,208201851,1
6607,southern-mississippi,200,25,51,0.49,19,27,0.704,6,24,0.25,7,13,0.538,7,25,32,15,4,0,13,11,63,22,50,0.44,10,25,0.4,12,25,0.48,12,17,0.706,5,23,28,14,3,1,7,12,68,208201851,0
6608,belmont,200,21,47,0.447,13,19,0.684,8,28,0.286,6,9,0.667,3,21,24,16,3,0,14,22,56,18,46,0.391,11,23,0.478,7,23,0.304,21,26,0.808,6,22,28,9,5,3,9,15,64,208201852,0
6609,tennessee-state,200,18,46,0.391,11,23,0.478,7,23,0.304,21,26,0.808,6,22,28,9,5,3,9,15,64,21,47,0.447,13,19,0.684,8,28,0.286,6,9,0.667,3,21,24,16,3,0,14,22,56,208201852,1
6610,grand-canyon,200,22,61,0.361,15,40,0.375,7,21,0.333,30,37,0.811,8,23,31,18,4,3,7,21,81,28,61,0.459,21,45,0.467,7,16,0.438,20,29,0.69,9,30,39,17,4,1,11,31,83,208201853,0
6611,texas-pan-american,200,28,61,0.459,21,45,0.467,7,16,0.438,20,29,0.69,9,30,39,17,4,1,11,31,83,22,61,0.361,15,40,0.375,7,21,0.333,30,37,0.811,8,23,31,18,4,3,7,21,81,208201853,1
6612,arkansas-state,225,32,77,0.416,25,51,0.49,7,26,0.269,12,16,0.75,10,21,31,11,12,1,9,18,83,32,61,0.525,24,39,0.615,8,22,0.364,17,24,0.708,9,35,44,19,6,5,17,14,89,208201854,0
6613,troy,225,32,61,0.525,24,39,0.615,8,22,0.364,17,24,0.708,9,35,44,19,6,5,17,14,89,32,77,0.416,25,51,0.49,7,26,0.269,12,16,0.75,10,21,31,11,12,1,9,18,83,208201854,1
6614,stanford,200,19,53,0.358,13,40,0.325,6,13,0.462,16,22,0.727,11,22,33,11,2,4,11,19,60,28,56,0.5,21,36,0.583,7,20,0.35,12,18,0.667,5,23,28,16,6,10,5,18,75,208201855,0
6615,utah,200,28,56,0.5,21,36,0.583,7,20,0.35,12,18,0.667,5,23,28,16,6,10,5,18,75,19,53,0.358,13,40,0.325,6,13,0.462,16,22,0.727,11,22,33,11,2,4,11,19,60,208201855,1
6616,florida-atlantic,200,23,55,0.418,20,41,0.488,3,14,0.214,14,21,0.667,11,24,35,11,3,3,12,23,63,26,55,0.473,22,39,0.564,4,16,0.25,19,25,0.76,6,22,28,10,5,4,6,13,75,208201856,0
6617,western-kentucky,200,26,55,0.473,22,39,0.564,4,16,0.25,19,25,0.76,6,22,28,10,5,4,6,13,75,23,55,0.418,20,41,0.488,3,14,0.214,14,21,0.667,11,24,35,11,3,3,12,23,63,208201856,1
6618,south-dakota-state,200,22,58,0.379,11,26,0.423,11,32,0.344,26,36,0.722,8,28,36,11,7,0,5,25,81,24,63,0.381,15,38,0.395,9,25,0.36,20,28,0.714,14,32,46,14,1,2,13,29,77,208201857,1
6619,denver,200,24,63,0.381,15,38,0.395,9,25,0.36,20,28,0.714,14,32,46,14,1,2,13,29,77,22,58,0.379,11,26,0.423,11,32,0.344,26,36,0.722,8,28,36,11,7,0,5,25,81,208201857,0
6620,southern-methodist,200,21,51,0.412,11,28,0.393,10,23,0.435,6,9,0.667,7,15,22,11,3,0,13,18,58,23,51,0.451,12,26,0.462,11,25,0.44,10,14,0.714,11,25,36,17,5,2,12,14,67,208201858,0
6621,houston,200,23,51,0.451,12,26,0.462,11,25,0.44,10,14,0.714,11,25,36,17,5,2,12,14,67,21,51,0.412,11,28,0.393,10,23,0.435,6,9,0.667,7,15,22,11,3,0,13,18,58,208201858,1
6622,northern-colorado,200,30,53,0.566,27,43,0.628,3,10,0.3,22,37,0.595,6,20,26,9,5,2,10,30,85,26,50,0.52,22,38,0.579,4,12,0.333,26,35,0.743,2,19,21,5,1,2,14,28,82,208201859,1
6623,idaho-state,200,26,50,0.52,22,38,0.579,4,12,0.333,26,35,0.743,2,19,21,5,1,2,14,28,82,30,53,0.566,27,43,0.628,3,10,0.3,22,37,0.595,6,20,26,9,5,2,10,30,85,208201859,0
6624,wisconsin,200,25,47,0.532,17,32,0.531,8,15,0.533,20,27,0.741,7,23,30,20,6,6,10,22,78,21,55,0.382,12,31,0.387,9,24,0.375,18,24,0.75,10,16,26,7,8,1,11,24,69,208201860,1
6625,illinois,200,21,55,0.382,12,31,0.387,9,24,0.375,18,24,0.75,10,16,26,7,8,1,11,24,69,25,47,0.532,17,32,0.531,8,15,0.533,20,27,0.741,7,23,30,20,6,6,10,22,78,208201860,0
6626,southern-illinois,225,22,61,0.361,16,38,0.421,6,23,0.261,18,29,0.621,11,19,30,10,11,3,11,21,68,23,54,0.426,14,28,0.5,9,26,0.346,21,27,0.778,12,28,40,13,6,5,19,22,76,208201861,0
6627,illinois-state,225,23,54,0.426,14,28,0.5,9,26,0.346,21,27,0.778,12,28,40,13,6,5,19,22,76,22,61,0.361,16,38,0.421,6,23,0.261,18,29,0.621,11,19,30,10,11,3,11,21,68,208201861,1
6628,tennessee-tech,200,22,62,0.355,15,38,0.395,7,24,0.292,14,24,0.583,13,20,33,6,6,1,11,21,65,30,62,0.484,23,41,0.561,7,21,0.333,15,23,0.652,14,31,45,20,5,10,10,20,82,208201862,0
6629,jacksonville-state,200,30,62,0.484,23,41,0.561,7,21,0.333,15,23,0.652,14,31,45,20,5,10,10,20,82,22,62,0.355,15,38,0.395,7,24,0.292,14,24,0.583,13,20,33,6,6,1,11,21,65,208201862,1
6630,portland-state,200,21,67,0.313,15,40,0.375,6,27,0.222,12,20,0.6,11,17,28,9,4,4,13,24,60,28,61,0.459,26,50,0.52,2,11,0.182,22,29,0.759,12,31,43,15,7,7,9,20,80,208201863,0
6631,montana,200,28,61,0.459,26,50,0.52,2,11,0.182,22,29,0.759,12,31,43,15,7,7,9,20,80,21,67,0.313,15,40,0.375,6,27,0.222,12,20,0.6,11,17,28,9,4,4,13,24,60,208201863,1
6632,sacramento-state,200,28,64,0.438,18,39,0.462,10,25,0.4,10,18,0.556,8,19,27,8,4,3,11,23,76,28,55,0.509,21,37,0.568,7,18,0.389,29,31,0.935,5,29,34,15,4,1,10,16,92,208201864,0
6633,montana-state,200,28,55,0.509,21,37,0.568,7,18,0.389,29,31,0.935,5,29,34,15,4,1,10,16,92,28,64,0.438,18,39,0.462,10,25,0.4,10,18,0.556,8,19,27,8,4,3,11,23,76,208201864,1
6634,cal-state-bakersfield,200,14,55,0.255,12,34,0.353,2,21,0.095,13,21,0.619,10,23,33,7,3,2,12,15,43,23,67,0.343,13,28,0.464,10,39,0.256,13,15,0.867,17,34,51,13,4,5,9,19,69,208201865,0
6635,new-mexico-state,200,23,67,0.343,13,28,0.464,10,39,0.256,13,15,0.867,17,34,51,13,4,5,9,19,69,14,55,0.255,12,34,0.353,2,21,0.095,13,21,0.619,10,23,33,7,3,2,12,15,43,208201865,1
6636,north-dakota,200,27,60,0.45,18,36,0.5,9,24,0.375,13,18,0.722,2,25,27,17,6,0,11,23,76,28,54,0.519,19,34,0.559,9,20,0.45,19,25,0.76,4,31,35,16,6,5,12,14,84,208201866,0
6637,weber-state,200,28,54,0.519,19,34,0.559,9,20,0.45,19,25,0.76,4,31,35,16,6,5,12,14,84,27,60,0.45,18,36,0.5,9,24,0.375,13,18,0.722,2,25,27,17,6,0,11,23,76,208201866,1
6638,ucla,200,32,62,0.516,21,38,0.553,11,24,0.458,7,9,0.778,6,25,31,15,6,3,10,14,82,29,66,0.439,21,44,0.477,8,22,0.364,8,10,0.8,9,24,33,14,2,2,10,12,74,208201867,1
6639,arizona,200,29,66,0.439,21,44,0.477,8,22,0.364,8,10,0.8,9,24,33,14,2,2,10,12,74,32,62,0.516,21,38,0.553,11,24,0.458,7,9,0.778,6,25,31,15,6,3,10,14,82,208201867,0
6640,cal-poly,200,22,56,0.393,17,39,0.436,5,17,0.294,10,12,0.833,6,16,22,10,4,4,16,13,59,27,53,0.509,22,40,0.55,5,13,0.385,16,19,0.842,5,23,28,16,14,5,12,13,75,208201868,0
6641,cal-state-fullerton,200,27,53,0.509,22,40,0.55,5,13,0.385,16,19,0.842,5,23,28,16,14,5,12,13,75,22,56,0.393,17,39,0.436,5,17,0.294,10,12,0.833,6,16,22,10,4,4,16,13,59,208201868,1
6642,california-santa-barbara,200,30,54,0.556,19,34,0.559,11,20,0.55,19,23,0.826,10,22,32,15,3,4,11,19,90,27,56,0.482,17,37,0.459,10,19,0.526,17,21,0.81,8,18,26,14,4,2,5,17,81,208201869,1
6643,california-davis,200,27,56,0.482,17,37,0.459,10,19,0.526,17,21,0.81,8,18,26,14,4,2,5,17,81,30,54,0.556,19,34,0.559,11,20,0.55,19,23,0.826,10,22,32,15,3,4,11,19,90,208201869,0
6644,saint-marys-ca,200,32,50,0.64,26,36,0.722,6,14,0.429,13,19,0.684,5,25,30,20,7,0,7,17,83,24,55,0.436,20,41,0.488,4,14,0.286,10,17,0.588,9,15,24,14,4,4,8,15,62,208201870,1
6645,loyola-marymount,200,24,55,0.436,20,41,0.488,4,14,0.286,10,17,0.588,9,15,24,14,4,4,8,15,62,32,50,0.64,26,36,0.722,6,14,0.429,13,19,0.684,5,25,30,20,7,0,7,17,83,208201870,0
6646,washington,200,15,54,0.278,12,37,0.324,3,17,0.176,7,11,0.636,8,22,30,6,5,4,16,19,40,25,55,0.455,20,38,0.526,5,17,0.294,10,15,0.667,7,26,33,19,5,7,11,14,65,208201871,0
6647,oregon,200,25,55,0.455,20,38,0.526,5,17,0.294,10,15,0.667,7,26,33,19,5,7,11,14,65,15,54,0.278,12,37,0.324,3,17,0.176,7,11,0.636,8,22,30,6,5,4,16,19,40,208201871,1
6648,washington-state,200,22,58,0.379,14,27,0.519,8,31,0.258,10,12,0.833,8,17,25,14,4,1,18,21,62,33,58,0.569,26,42,0.619,7,16,0.438,21,25,0.84,8,25,33,21,13,5,12,17,94,208201872,0
6649,oregon-state,200,33,58,0.569,26,42,0.619,7,16,0.438,21,25,0.84,8,25,33,21,13,5,12,17,94,22,58,0.379,14,27,0.519,8,31,0.258,10,12,0.833,8,17,25,14,4,1,18,21,62,208201872,1
6650,gonzaga,200,23,58,0.397,19,36,0.528,4,22,0.182,21,25,0.84,14,29,43,10,6,3,15,20,71,20,56,0.357,15,44,0.341,5,12,0.417,16,24,0.667,6,23,29,6,5,2,13,19,61,208201873,1
6651,pacific,200,20,56,0.357,15,44,0.341,5,12,0.417,16,24,0.667,6,23,29,6,5,2,13,19,61,23,58,0.397,19,36,0.528,4,22,0.182,21,25,0.84,14,29,43,10,6,3,15,20,71,208201873,0
6652,san-diego,200,19,50,0.38,4,16,0.25,15,34,0.441,15,27,0.556,4,25,29,16,5,3,10,22,68,20,52,0.385,16,37,0.432,4,15,0.267,22,26,0.846,7,31,38,11,5,8,10,20,66,208201874,1
6653,pepperdine,200,20,52,0.385,16,37,0.432,4,15,0.267,22,26,0.846,7,31,38,11,5,8,10,20,66,19,50,0.38,4,16,0.25,15,34,0.441,15,27,0.556,4,25,29,16,5,3,10,22,68,208201874,0
6654,portland,200,22,48,0.458,17,31,0.548,5,17,0.294,14,19,0.737,5,26,31,7,5,5,12,17,63,23,57,0.404,19,38,0.5,4,19,0.211,15,19,0.789,9,21,30,15,7,1,10,19,65,208201875,0
6655,san-francisco,200,23,57,0.404,19,38,0.5,4,19,0.211,15,19,0.789,9,21,30,15,7,1,10,19,65,22,48,0.458,17,31,0.548,5,17,0.294,14,19,0.737,5,26,31,7,5,5,12,17,63,208201875,1
6656,southern-california,200,27,55,0.491,19,31,0.613,8,24,0.333,16,20,0.8,7,30,37,16,3,1,18,23,78,27,64,0.422,21,41,0.512,6,23,0.261,20,32,0.625,8,23,31,14,8,1,6,18,80,208201876,0
6657,arizona-state,200,27,64,0.422,21,41,0.512,6,23,0.261,20,32,0.625,8,23,31,14,8,1,6,18,80,27,55,0.491,19,31,0.613,8,24,0.333,16,20,0.8,7,30,37,16,3,1,18,23,78,208201876,1
6658,santa-clara,200,25,61,0.41,17,35,0.486,8,26,0.308,0,3,0,7,18,25,17,6,4,13,15,58,34,58,0.586,28,43,0.651,6,15,0.4,6,8,0.75,6,28,34,22,5,3,12,12,80,208201877,0
6659,brigham-young,200,34,58,0.586,28,43,0.651,6,15,0.4,6,8,0.75,6,28,34,22,5,3,12,12,80,25,61,0.41,17,35,0.486,8,26,0.308,0,3,0,7,18,25,17,6,4,13,15,58,208201877,1
6660,toledo,200,23,51,0.451,17,30,0.567,6,21,0.286,21,28,0.75,7,29,36,9,2,8,12,11,73,28,74,0.378,24,47,0.511,4,27,0.148,7,10,0.7,13,22,35,7,10,2,8,19,67,20920181,1
6661,miami-oh,200,28,74,0.378,24,47,0.511,4,27,0.148,7,10,0.7,13,22,35,7,10,2,8,19,67,23,51,0.451,17,30,0.567,6,21,0.286,21,28,0.75,7,29,36,9,2,8,12,11,73,20920181,0
6662,cornell,200,29,53,0.547,22,34,0.647,7,19,0.368,13,21,0.619,7,27,34,19,7,6,12,14,78,21,67,0.313,17,48,0.354,4,19,0.211,14,17,0.824,19,18,37,8,7,3,10,19,60,20920182,1
6663,brown,200,21,67,0.313,17,48,0.354,4,19,0.211,14,17,0.824,19,18,37,8,7,3,10,19,60,29,53,0.547,22,34,0.647,7,19,0.368,13,21,0.619,7,27,34,19,7,6,12,14,78,20920182,0
6664,pennsylvania,200,23,56,0.411,17,36,0.472,6,20,0.3,12,16,0.75,3,29,32,14,6,2,10,20,64,17,61,0.279,11,42,0.262,6,19,0.316,21,24,0.875,11,31,42,8,2,4,10,19,61,20920183,1
6665,dartmouth,200,17,61,0.279,11,42,0.262,6,19,0.316,21,24,0.875,11,31,42,8,2,4,10,19,61,23,56,0.411,17,36,0.472,6,20,0.3,12,16,0.75,3,29,32,14,6,2,10,20,64,20920183,0
6666,princeton,200,16,47,0.34,9,22,0.409,7,25,0.28,12,20,0.6,7,24,31,9,3,1,15,17,51,23,52,0.442,18,35,0.514,5,17,0.294,15,19,0.789,5,25,30,10,7,1,8,21,66,20920184,0
6667,harvard,200,23,52,0.442,18,35,0.514,5,17,0.294,15,19,0.789,5,25,30,10,7,1,8,21,66,16,47,0.34,9,22,0.409,7,25,0.28,12,20,0.6,7,24,31,9,3,1,15,17,51,20920184,1
6668,minnesota,200,20,60,0.333,14,39,0.359,6,21,0.286,10,14,0.714,11,19,30,4,6,2,14,15,56,30,53,0.566,24,37,0.649,6,16,0.375,14,23,0.609,6,28,34,21,9,6,12,15,80,20920185,0
6669,indiana,200,30,53,0.566,24,37,0.649,6,16,0.375,14,23,0.609,6,28,34,21,9,6,12,15,80,20,60,0.333,14,39,0.359,6,21,0.286,10,14,0.714,11,19,30,4,6,2,14,15,56,20920185,1
6670,davidson,200,24,49,0.49,20,32,0.625,4,17,0.235,7,11,0.636,2,20,22,13,6,3,9,15,59,27,55,0.491,17,30,0.567,10,25,0.4,8,9,0.889,7,23,30,16,3,3,9,15,72,20920186,0
6671,rhode-island,200,27,55,0.491,17,30,0.567,10,25,0.4,8,9,0.889,7,23,30,16,3,3,9,15,72,24,49,0.49,20,32,0.625,4,17,0.235,7,11,0.636,2,20,22,13,6,3,9,15,59,20920186,1
